data_id,date,weather_condition,traffic_intensity,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
299,2000-07-17,Sunny,Very High,-0.9,14.2,0.0,2.6,7.8,WNW,31.0,SSW,N,7.0,19,82,34,1030.2,1024.4,7,6,5.3,12.8,No,0.0,No
300,1998-04-21,Cloudy,Low,-1.5,17.3,0.0,2.8,9.0,NW,48.0,,WNW,0.0,26,77,23,1023.9,1020.3,5,7,4.8,15.8,No,0.0,No
301,2021-03-05,Cloudy,Low,-3.3,15.1,0.0,3.0,,SSW,30.0,SSE,SE,9.0,13,57,23,1027.7,1025.5,1,1,7.9,14.4,No,0.0,No
302,2018-03-18,Rainy,Moderate,-0.1,14.7,0.0,3.4,9.9,ENE,30.0,SE,NE,6.0,15,60,43,1029.9,1025.9,1,5,7.2,12.3,No,0.0,No
303,2004-10-17,Sunny,High,-0.2,16.2,0.0,3.4,5.9,E,28.0,,ENE,0.0,20,74,45,1027.6,1022.9,7,6,7.3,14.6,No,0.0,No
304,2022-07-04,Rainy,Moderate,0.5,16.3,0.0,1.8,4.1,NNW,39.0,SSW,WSW,4.0,6,81,45,1023.7,1017.5,7,8,6.2,15.4,No,4.0,Yes
305,2003-06-02,Stormy,Moderate,6.1,17.2,4.0,2.2,2.4,NW,59.0,NW,WNW,24.0,15,89,85,1011.2,1010.4,7,7,13.5,12.6,Yes,7.4,Yes
306,1999-12-03,Stormy,Moderate,4.1,14.8,7.4,2.6,10.8,NW,46.0,NW,W,20.0,28,60,34,1023.2,1021.7,1,1,8.8,14.3,Yes,0.0,No
307,1994-09-10,Cloudy,Moderate,0.1,16.7,0.0,3.8,10.2,WNW,28.0,ESE,NNE,2.0,13,69,44,1027.0,1024.8,1,4,9.0,14.9,No,0.0,No
308,2023-03-20,Rainy,Low,3.2,12.1,0.0,2.8,3.9,ESE,41.0,SE,SE,17.0,20,69,51,1033.6,1033.2,7,5,9.3,11.1,No,0.2,No
309,1995-06-17,Rainy,High,5.4,11.3,0.2,2.2,0.6,ENE,35.0,SE,ESE,11.0,17,65,61,1035.7,1031.9,7,7,8.3,10.2,No,0.0,No
310,1996-11-18,Sunny,Low,5.8,12.4,0.0,1.6,0.0,SE,26.0,SSE,ESE,13.0,13,79,73,1027.3,1023.5,8,8,8.7,10.8,No,0.0,No
311,2002-02-16,Rainy,Moderate,6.3,16.1,0.0,1.8,2.9,S,35.0,S,S,19.0,24,63,33,1019.7,1016.2,7,7,10.0,15.7,No,0.0,No
312,2014-05-07,Stormy,Very High,-0.9,16.7,0.0,2.8,8.6,NW,35.0,WNW,NW,7.0,22,84,33,1018.1,1013.9,7,7,6.4,15.5,No,1.0,No
313,2021-03-23,Foggy,Very High,0.2,15.5,1.0,2.4,9.4,SE,31.0,,WNW,0.0,11,79,37,1020.6,1018.2,1,1,7.2,15.3,No,0.0,No
314,2016-02-08,Rainy,Very High,-3.7,14.7,0.0,3.4,10.9,SSE,43.0,SE,N,9.0,22,53,25,1025.8,1020.9,0,0,5.5,13.4,No,0.0,No
315,2008-12-11,Rainy,Low,-2.7,15.2,0.0,4.0,9.7,N,30.0,SW,WNW,6.0,20,62,35,1022.8,1017.9,1,2,6.3,14.9,No,0.0,No
316,1997-03-19,Cloudy,Very High,-2.5,16.6,0.0,3.0,9.9,NW,31.0,NE,N,4.0,20,68,20,1018.8,1013.9,1,1,6.0,16.3,No,0.0,No
317,2010-09-06,Stormy,High,-0.5,21.6,0.0,5.0,9.9,NW,48.0,NNE,NW,9.0,26,44,27,1014.6,1010.9,7,5,11.9,21.5,No,0.0,No
318,2021-09-30,Foggy,Moderate,9.0,25.5,0.0,5.6,10.2,NW,50.0,N,NW,20.0,26,47,31,1015.3,1011.4,3,1,17.5,25.1,No,9.8,Yes
319,2017-02-17,Stormy,Moderate,13.1,19.4,9.8,8.8,6.0,NNW,67.0,N,NW,39.0,30,71,43,1007.3,1006.0,7,1,16.7,18.2,Yes,1.6,Yes
320,2018-03-10,Stormy,Very High,8.7,19.7,1.6,5.2,8.0,NW,98.0,NW,NNW,31.0,52,63,33,1009.1,1001.5,3,6,15.6,18.5,Yes,3.4,Yes
321,2017-06-26,Foggy,Very High,3.9,13.2,3.4,6.6,11.0,WNW,65.0,WNW,WNW,26.0,31,53,33,1017.0,1017.6,3,1,7.1,12.2,Yes,0.0,No
322,2015-09-18,Stormy,High,0.7,14.1,0.0,5.6,9.0,ENE,20.0,SSW,NNW,6.0,7,69,43,1026.7,1022.1,7,1,7.4,13.7,No,0.0,No
323,2019-11-16,Rainy,Moderate,1.1,18.0,0.0,1.6,8.6,NNW,39.0,NNW,NNW,2.0,28,82,36,1021.0,1015.6,4,1,7.0,17.8,No,0.0,No
324,1996-10-19,Cloudy,Low,5.1,23.3,0.0,3.6,10.3,NW,44.0,N,NW,9.0,28,54,30,1016.4,1011.7,1,1,16.4,22.4,No,0.0,No
325,2006-02-21,Rainy,Very High,7.5,23.3,0.0,6.8,10.9,WNW,65.0,N,NW,15.0,41,46,15,1012.5,1010.9,1,0,18.3,21.3,No,0.0,No
326,2010-10-19,Foggy,Low,4.7,19.5,0.0,10.0,11.0,NNW,46.0,NNE,NNW,13.0,33,42,25,1018.7,1015.1,1,0,14.5,18.3,No,0.0,No
327,2014-03-03,Stormy,Moderate,3.2,21.9,0.0,6.8,5.2,NW,80.0,SSE,NW,2.0,20,51,50,1012.1,1006.5,1,8,15.9,21.0,No,17.4,Yes
328,2017-02-21,Stormy,Very High,7.8,16.2,17.4,6.4,7.9,NW,50.0,NW,N,15.0,22,73,44,1016.7,1017.8,7,1,8.0,14.3,Yes,0.0,No
329,2001-06-19,Cloudy,High,2.4,17.3,0.0,2.2,11.3,E,31.0,SSE,SW,4.0,6,67,33,1030.5,1027.7,1,1,10.7,16.5,No,0.0,No
330,1995-02-10,Foggy,Low,3.2,18.7,0.0,2.6,11.1,N,31.0,E,NNW,4.0,13,70,32,1032.2,1026.9,1,1,11.0,18.1,No,0.0,No
331,2000-05-03,Foggy,Low,2.5,20.9,0.0,3.6,10.6,NNW,44.0,NW,WNW,20.0,26,48,35,1025.4,1020.6,2,6,15.4,20.0,No,0.0,No
332,2016-10-28,Foggy,Very High,6.5,25.7,0.0,4.8,10.5,NNW,50.0,NNW,NW,2.0,24,62,25,1022.8,1016.4,5,1,15.9,24.7,No,0.0,No
333,2001-12-28,Rainy,High,14.4,24.3,0.0,9.4,11.1,WNW,52.0,NW,NW,31.0,30,36,25,1010.5,1009.9,1,1,20.4,23.0,No,0.0,No
334,2005-03-15,Cloudy,High,4.9,18.9,0.0,9.6,9.4,NW,44.0,S,NW,6.0,22,41,32,1015.2,1013.9,2,7,14.9,16.0,No,0.0,No
335,2021-08-27,Cloudy,Low,2.3,16.8,0.0,4.8,11.4,N,41.0,NNW,NNW,6.0,28,52,34,1019.8,1017.0,2,1,9.8,16.3,No,0.0,No
336,2000-08-01,Foggy,Very High,1.4,20.6,0.0,5.4,11.1,N,46.0,SW,N,6.0,30,56,16,1020.8,1015.4,5,1,11.3,19.5,No,0.0,No
337,2010-09-26,Cloudy,Very High,5.6,27.6,0.0,5.2,11.0,NW,46.0,NNW,NW,15.0,28,44,21,1017.7,1014.1,0,0,19.0,26.7,No,0.0,No
338,2023-08-21,Foggy,Low,16.8,28.9,0.0,10.0,10.8,NNW,70.0,NW,NW,31.0,41,44,22,1016.3,1011.8,1,1,22.5,28.4,No,7.6,Yes
339,2022-08-25,Cloudy,Low,14.4,20.7,7.6,9.4,4.9,NNW,33.0,NNW,NNW,20.0,19,94,65,1015.5,1013.2,8,4,14.5,19.3,Yes,3.0,Yes
340,1994-07-05,Foggy,Very High,10.3,21.3,3.0,4.2,6.7,NNW,43.0,ENE,N,7.0,19,79,46,1018.1,1013.6,8,1,11.7,19.8,Yes,0.0,No
341,1997-04-22,Rainy,Moderate,11.2,18.0,0.0,4.8,8.4,W,65.0,N,W,24.0,33,65,40,1009.5,1005.3,5,4,12.8,16.2,No,8.2,Yes
342,1994-10-31,Cloudy,Low,0.3,16.0,8.2,5.4,11.8,NW,57.0,NNW,N,11.0,28,68,45,1016.8,1013.3,1,1,6.9,14.6,Yes,0.0,No
343,2022-11-27,Sunny,Very High,0.5,17.9,0.0,5.8,11.5,N,44.0,NNE,NNW,2.0,26,72,33,1019.1,1017.5,0,1,7.2,16.6,No,0.0,No
344,2008-01-02,Sunny,High,0.5,20.0,0.0,6.2,11.5,NNW,31.0,S,N,2.0,9,69,22,1026.2,1024.2,0,1,8.1,18.8,No,0.0,No
345,1995-08-17,Sunny,High,4.6,22.0,0.0,4.4,11.0,N,41.0,NNW,N,6.0,19,82,25,1028.8,1024.9,1,2,10.0,21.4,No,0.0,No
346,2020-05-31,Rainy,Low,8.2,22.4,0.0,5.4,11.2,NW,31.0,SSW,NW,2.0,17,70,30,1027.8,1023.8,1,3,13.6,20.6,No,0.0,No
347,2016-12-23,Stormy,Very High,4.5,23.9,0.0,4.8,11.7,NW,30.0,ENE,NNW,4.0,11,67,27,1025.8,1021.5,0,4,12.6,22.3,No,0.0,No
348,2012-07-24,Cloudy,Moderate,6.7,26.1,0.0,6.2,7.5,SSW,70.0,NE,NNW,6.0,33,56,47,1020.9,1016.0,4,7,16.3,23.2,No,13.2,Yes
349,2015-03-25,Cloudy,Very High,11.9,21.1,13.2,6.6,,NW,41.0,NNE,N,7.0,24,82,61,1019.2,1016.7,7,3,14.5,19.4,Yes,0.6,No
350,1996-09-17,Foggy,High,9.2,19.6,0.6,3.4,10.4,ENE,31.0,SSE,NNW,4.0,7,71,42,1022.3,1019.7,7,4,11.6,18.4,No,0.0,No
351,2000-01-01,Sunny,Low,4.4,21.0,0.0,4.2,12.2,NW,28.0,SW,NW,2.0,9,73,30,1025.7,1022.3,1,1,9.6,19.2,No,0.0,No
352,2011-03-10,Rainy,Moderate,5.0,24.1,0.0,6.2,12.0,NNW,52.0,,NNW,0.0,26,73,34,1024.5,1020.7,6,1,11.6,21.9,No,0.0,No
353,1999-02-19,Stormy,High,6.7,24.7,0.0,5.4,8.6,NW,43.0,N,NW,4.0,20,80,31,1025.7,1022.2,1,7,12.7,23.7,No,0.0,No
354,2014-07-30,Sunny,High,8.3,28.5,0.0,5.8,9.8,NW,46.0,W,NW,2.0,26,66,30,1024.1,1019.8,1,6,16.8,27.4,No,0.2,No
355,2009-09-04,Sunny,Low,11.3,27.4,0.2,7.6,12.1,NW,52.0,SE,NW,6.0,31,60,20,1021.4,1017.5,1,1,16.4,26.3,No,0.0,No
356,2004-05-08,Cloudy,Low,9.0,20.6,0.0,9.0,6.2,ENE,39.0,S,SW,11.0,11,54,28,1022.3,1018.6,7,5,11.4,18.5,No,0.8,No
357,2019-09-24,Cloudy,Low,3.4,15.0,0.8,4.8,11.7,S,70.0,S,S,35.0,37,43,24,1023.4,1023.1,1,5,8.3,14.3,No,0.0,No
358,2015-07-03,Cloudy,High,3.2,18.0,0.0,7.4,12.2,SSE,48.0,SSE,S,26.0,15,47,25,1026.6,1022.8,1,2,9.1,16.3,No,0.0,No
359,1997-11-02,Sunny,Moderate,0.9,20.7,0.0,5.4,8.4,NNW,39.0,SSE,N,2.0,17,71,29,1023.2,1018.4,3,8,9.4,19.1,No,0.0,No
360,2001-10-09,Stormy,Low,3.3,25.5,0.0,5.2,10.8,N,43.0,N,NNW,4.0,19,57,16,1018.8,1014.6,0,3,12.0,24.8,No,0.0,No
361,2013-12-14,Stormy,Low,7.9,26.1,0.0,6.8,3.5,NNW,43.0,,WNW,0.0,19,45,20,1017.6,1014.2,5,8,16.3,25.9,No,0.0,No
362,2005-10-03,Foggy,Very High,9.0,30.7,0.0,7.6,12.1,NNW,76.0,SSE,NW,7.0,50,38,15,1016.1,1010.8,1,3,20.4,30.0,No,0.0,No
363,2019-02-10,Rainy,High,7.1,28.4,0.0,11.6,12.7,N,48.0,NNW,NNW,2.0,19,45,22,1020.0,1016.9,0,1,17.2,28.2,No,0.0,No
364,1995-02-04,Rainy,Very High,12.5,19.9,0.0,8.4,5.3,ESE,43.0,ENE,ENE,11.0,9,63,47,1024.0,1022.8,3,2,14.5,18.3,No,0.0,No
365,2003-07-27,Cloudy,Moderate,12.5,26.9,0.0,5.0,7.1,NW,46.0,SSW,WNW,6.0,28,69,39,1021.0,1016.2,6,7,15.8,25.9,No,0.0,No
366,1998-12-20,Sunny,High,12.3,30.2,0.0,6.0,12.6,NW,78.0,NW,WNW,31.0,35,43,13,1009.6,1009.2,1,1,23.8,28.6,No,0.0,No
